priceTimestamp,pricePVPC,priceSpot
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
2025-05-11T23:00:00Z,92.57,14.88
2025-05-11T22:00:00Z,90.6,15.3
