predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-12T00:00:00Z,Madrid,12.77,53.0,26.0,scattered clouds,n
2025-05-12T01:00:00Z,Madrid,11.96,56.0,13.0,few clouds,n
2025-05-12T02:00:00Z,Madrid,11.28,59.0,14.0,few clouds,n
2025-05-12T03:00:00Z,Madrid,10.67,62.0,12.0,few clouds,n
2025-05-12T04:00:00Z,Madrid,10.08,65.0,9.0,clear sky,n
2025-05-12T05:00:00Z,Madrid,9.83,66.0,10.0,clear sky,n
2025-05-12T06:00:00Z,Madrid,10.91,60.0,26.0,scattered clouds,d
2025-05-12T07:00:00Z,Madrid,11.21,58.0,100.0,overcast clouds,d
2025-05-12T08:00:00Z,Madrid,12.16,55.0,100.0,overcast clouds,d
2025-05-12T09:00:00Z,Madrid,14.36,49.0,94.0,overcast clouds,d
2025-05-12T10:00:00Z,Madrid,16.0,45.0,73.0,broken clouds,d
2025-05-12T11:00:00Z,Madrid,17.49,40.0,59.0,broken clouds,d
2025-05-12T12:00:00Z,Madrid,18.48,36.0,53.0,broken clouds,d
2025-05-12T13:00:00Z,Madrid,19.31,33.0,10.0,clear sky,d
2025-05-12T14:00:00Z,Madrid,19.82,32.0,16.0,few clouds,d
2025-05-12T15:00:00Z,Madrid,19.85,32.0,31.0,scattered clouds,d
2025-05-12T16:00:00Z,Madrid,19.37,33.0,40.0,scattered clouds,d
2025-05-12T17:00:00Z,Madrid,18.92,34.0,46.0,scattered clouds,d
2025-05-12T18:00:00Z,Madrid,18.7,36.0,53.0,broken clouds,d
2025-05-12T19:00:00Z,Madrid,17.74,40.0,92.0,overcast clouds,d
2025-05-12T20:00:00Z,Madrid,16.93,43.0,95.0,overcast clouds,n
2025-05-12T21:00:00Z,Madrid,16.37,48.0,95.0,overcast clouds,n
2025-05-12T22:00:00Z,Madrid,15.86,52.0,88.0,overcast clouds,n
2025-05-12T23:00:00Z,Madrid,15.39,56.0,84.0,broken clouds,n
2025-05-12T18:00:00Z,Madrid,18.41,38.0,53.0,broken clouds,d
2025-05-12T19:00:00Z,Madrid,17.77,40.0,43.0,scattered clouds,d
2025-05-12T20:00:00Z,Madrid,16.54,45.0,31.0,scattered clouds,n
2025-05-12T21:00:00Z,Madrid,15.25,49.0,20.0,few clouds,n
2025-05-12T22:00:00Z,Madrid,13.37,56.0,11.0,few clouds,n
2025-05-12T23:00:00Z,Madrid,12.15,58.0,10.0,clear sky,n
2025-05-12T18:00:00Z,Madrid,18.53,36.0,53.0,broken clouds,d
2025-05-12T19:00:00Z,Madrid,17.84,39.0,43.0,scattered clouds,d
2025-05-12T20:00:00Z,Madrid,16.57,44.0,31.0,scattered clouds,n
2025-05-12T21:00:00Z,Madrid,15.23,49.0,20.0,few clouds,n
2025-05-12T22:00:00Z,Madrid,13.37,56.0,11.0,few clouds,n
2025-05-12T23:00:00Z,Madrid,12.15,58.0,10.0,clear sky,n
