predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-11T00:00:00Z,Las_Palmas,19.83,80.0,18.0,few clouds,n
2025-05-11T01:00:00Z,Las_Palmas,19.39,82.0,38.0,light rain,n
2025-05-11T02:00:00Z,Las_Palmas,19.37,82.0,35.0,scattered clouds,n
2025-05-11T03:00:00Z,Las_Palmas,19.3,82.0,64.0,broken clouds,n
2025-05-11T04:00:00Z,Las_Palmas,19.24,82.0,66.0,broken clouds,n
2025-05-11T05:00:00Z,Las_Palmas,19.2,83.0,77.0,broken clouds,n
2025-05-11T06:00:00Z,Las_Palmas,19.23,81.0,74.0,broken clouds,n
2025-05-11T07:00:00Z,Las_Palmas,19.33,80.0,67.0,broken clouds,d
2025-05-11T08:00:00Z,Las_Palmas,19.56,79.0,87.0,overcast clouds,d
2025-05-11T09:00:00Z,Las_Palmas,19.69,78.0,94.0,overcast clouds,d
2025-05-11T10:00:00Z,Las_Palmas,20.05,76.0,97.0,overcast clouds,d
2025-05-11T11:00:00Z,Las_Palmas,20.35,75.0,99.0,overcast clouds,d
2025-05-11T12:00:00Z,Las_Palmas,20.44,76.0,100.0,overcast clouds,d
2025-05-11T13:00:00Z,Las_Palmas,20.4,77.0,98.0,overcast clouds,d
2025-05-11T14:00:00Z,Las_Palmas,20.21,79.0,79.0,broken clouds,d
2025-05-11T15:00:00Z,Las_Palmas,20.07,80.0,76.0,light rain,d
2025-05-11T16:00:00Z,Las_Palmas,20.01,81.0,74.0,broken clouds,d
2025-05-11T17:00:00Z,Las_Palmas,20.06,81.0,73.0,broken clouds,d
2025-05-11T18:00:00Z,Las_Palmas,20.06,81.0,73.0,broken clouds,d
2025-05-11T19:00:00Z,Las_Palmas,20.05,82.0,69.0,broken clouds,d
2025-05-11T20:00:00Z,Las_Palmas,19.92,83.0,67.0,broken clouds,n
2025-05-11T21:00:00Z,Las_Palmas,19.82,84.0,68.0,broken clouds,n
2025-05-11T22:00:00Z,Las_Palmas,19.64,85.0,66.0,broken clouds,n
2025-05-11T23:00:00Z,Las_Palmas,19.48,84.0,62.0,broken clouds,n
