predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-12T00:00:00Z,Las_Palmas,19.49,82.0,59.0,broken clouds,n
2025-05-12T01:00:00Z,Las_Palmas,19.41,81.0,38.0,scattered clouds,n
2025-05-12T02:00:00Z,Las_Palmas,19.12,81.0,49.0,scattered clouds,n
2025-05-12T03:00:00Z,Las_Palmas,18.87,82.0,54.0,broken clouds,n
2025-05-12T04:00:00Z,Las_Palmas,18.57,83.0,45.0,scattered clouds,n
2025-05-12T05:00:00Z,Las_Palmas,18.42,83.0,51.0,broken clouds,n
2025-05-12T06:00:00Z,Las_Palmas,18.26,83.0,50.0,scattered clouds,n
2025-05-12T07:00:00Z,Las_Palmas,18.55,81.0,49.0,scattered clouds,d
2025-05-12T08:00:00Z,Las_Palmas,19.04,78.0,45.0,scattered clouds,d
2025-05-12T09:00:00Z,Las_Palmas,19.54,75.0,54.0,broken clouds,d
2025-05-12T10:00:00Z,Las_Palmas,20.17,71.0,40.0,scattered clouds,d
2025-05-12T11:00:00Z,Las_Palmas,20.73,70.0,33.0,scattered clouds,d
2025-05-12T12:00:00Z,Las_Palmas,20.9,70.0,27.0,scattered clouds,d
2025-05-12T13:00:00Z,Las_Palmas,20.89,71.0,23.0,few clouds,d
2025-05-12T14:00:00Z,Las_Palmas,20.48,74.0,30.0,scattered clouds,d
2025-05-12T15:00:00Z,Las_Palmas,20.21,74.0,33.0,scattered clouds,d
2025-05-12T16:00:00Z,Las_Palmas,20.34,73.0,33.0,scattered clouds,d
2025-05-12T17:00:00Z,Las_Palmas,20.67,71.0,32.0,scattered clouds,d
2025-05-12T18:00:00Z,Las_Palmas,20.64,73.0,30.0,scattered clouds,d
2025-05-12T19:00:00Z,Las_Palmas,20.29,76.0,11.0,few clouds,d
2025-05-12T20:00:00Z,Las_Palmas,19.78,80.0,11.0,few clouds,n
2025-05-12T21:00:00Z,Las_Palmas,19.43,82.0,8.0,clear sky,n
2025-05-12T22:00:00Z,Las_Palmas,19.31,82.0,10.0,clear sky,n
2025-05-12T23:00:00Z,Las_Palmas,19.16,83.0,10.0,clear sky,n
2025-05-12T18:00:00Z,Las_Palmas,20.41,76.0,48.0,scattered clouds,d
2025-05-12T19:00:00Z,Las_Palmas,20.26,77.0,46.0,scattered clouds,d
2025-05-12T20:00:00Z,Las_Palmas,19.87,79.0,37.0,scattered clouds,n
2025-05-12T21:00:00Z,Las_Palmas,19.59,80.0,33.0,scattered clouds,n
2025-05-12T22:00:00Z,Las_Palmas,19.37,80.0,31.0,scattered clouds,n
2025-05-12T23:00:00Z,Las_Palmas,19.17,81.0,31.0,light rain,n
2025-05-12T18:00:00Z,Las_Palmas,20.41,76.0,48.0,scattered clouds,d
2025-05-12T19:00:00Z,Las_Palmas,20.26,77.0,46.0,scattered clouds,d
2025-05-12T20:00:00Z,Las_Palmas,19.87,79.0,37.0,scattered clouds,n
2025-05-12T21:00:00Z,Las_Palmas,19.59,80.0,33.0,scattered clouds,n
2025-05-12T22:00:00Z,Las_Palmas,19.37,80.0,31.0,scattered clouds,n
2025-05-12T23:00:00Z,Las_Palmas,19.17,81.0,31.0,light rain,n
2025-05-12T00:00:00Z,Las_Palmas,19.49,82.0,59.0,broken clouds,n
2025-05-12T01:00:00Z,Las_Palmas,19.41,81.0,38.0,scattered clouds,n
2025-05-12T02:00:00Z,Las_Palmas,19.12,81.0,49.0,scattered clouds,n
2025-05-12T03:00:00Z,Las_Palmas,18.87,82.0,54.0,broken clouds,n
2025-05-12T04:00:00Z,Las_Palmas,18.57,83.0,45.0,scattered clouds,n
2025-05-12T05:00:00Z,Las_Palmas,18.42,83.0,51.0,broken clouds,n
2025-05-12T06:00:00Z,Las_Palmas,18.26,83.0,50.0,scattered clouds,n
2025-05-12T07:00:00Z,Las_Palmas,18.55,81.0,49.0,scattered clouds,d
2025-05-12T08:00:00Z,Las_Palmas,19.04,78.0,45.0,scattered clouds,d
2025-05-12T09:00:00Z,Las_Palmas,19.54,75.0,54.0,broken clouds,d
2025-05-12T10:00:00Z,Las_Palmas,20.17,71.0,40.0,scattered clouds,d
2025-05-12T11:00:00Z,Las_Palmas,20.73,70.0,33.0,scattered clouds,d
2025-05-12T12:00:00Z,Las_Palmas,20.9,70.0,27.0,scattered clouds,d
2025-05-12T13:00:00Z,Las_Palmas,20.89,71.0,23.0,few clouds,d
2025-05-12T14:00:00Z,Las_Palmas,20.48,74.0,30.0,scattered clouds,d
2025-05-12T15:00:00Z,Las_Palmas,20.21,74.0,33.0,scattered clouds,d
2025-05-12T16:00:00Z,Las_Palmas,20.34,73.0,33.0,scattered clouds,d
2025-05-12T17:00:00Z,Las_Palmas,20.67,71.0,32.0,scattered clouds,d
2025-05-12T18:00:00Z,Las_Palmas,20.64,73.0,30.0,scattered clouds,d
2025-05-12T19:00:00Z,Las_Palmas,20.29,76.0,11.0,few clouds,d
2025-05-12T20:00:00Z,Las_Palmas,19.78,80.0,11.0,few clouds,n
2025-05-12T21:00:00Z,Las_Palmas,19.43,82.0,8.0,clear sky,n
2025-05-12T22:00:00Z,Las_Palmas,19.31,82.0,10.0,clear sky,n
2025-05-12T23:00:00Z,Las_Palmas,19.16,83.0,10.0,clear sky,n
2025-05-12T18:00:00Z,Las_Palmas,20.41,76.0,48.0,scattered clouds,d
2025-05-12T19:00:00Z,Las_Palmas,20.26,77.0,46.0,scattered clouds,d
2025-05-12T20:00:00Z,Las_Palmas,19.87,79.0,37.0,scattered clouds,n
2025-05-12T21:00:00Z,Las_Palmas,19.59,80.0,33.0,scattered clouds,n
2025-05-12T22:00:00Z,Las_Palmas,19.37,80.0,31.0,scattered clouds,n
2025-05-12T23:00:00Z,Las_Palmas,19.17,81.0,31.0,light rain,n
2025-05-12T18:00:00Z,Las_Palmas,20.41,76.0,48.0,scattered clouds,d
2025-05-12T19:00:00Z,Las_Palmas,20.26,77.0,46.0,scattered clouds,d
2025-05-12T20:00:00Z,Las_Palmas,19.87,79.0,37.0,scattered clouds,n
2025-05-12T21:00:00Z,Las_Palmas,19.59,80.0,33.0,scattered clouds,n
2025-05-12T22:00:00Z,Las_Palmas,19.37,80.0,31.0,scattered clouds,n
2025-05-12T23:00:00Z,Las_Palmas,19.17,81.0,31.0,light rain,n
