predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-10T00:00:00Z,Las_Palmas,19.81,76.0,98.0,overcast clouds,n
2025-05-10T01:00:00Z,Las_Palmas,19.81,77.0,100.0,overcast clouds,n
2025-05-10T02:00:00Z,Las_Palmas,19.65,77.0,100.0,overcast clouds,n
2025-05-10T03:00:00Z,Las_Palmas,19.63,79.0,99.0,overcast clouds,n
2025-05-10T04:00:00Z,Las_Palmas,19.67,79.0,100.0,overcast clouds,n
2025-05-10T05:00:00Z,Las_Palmas,19.41,79.0,96.0,overcast clouds,n
2025-05-10T06:00:00Z,Las_Palmas,19.12,81.0,84.0,broken clouds,n
2025-05-10T07:00:00Z,Las_Palmas,19.27,80.0,23.0,few clouds,d
2025-05-10T08:00:00Z,Las_Palmas,20.02,76.0,16.0,few clouds,d
2025-05-10T09:00:00Z,Las_Palmas,20.67,72.0,15.0,few clouds,d
2025-05-10T10:00:00Z,Las_Palmas,21.32,65.0,11.0,few clouds,d
2025-05-10T11:00:00Z,Las_Palmas,21.89,62.0,9.0,clear sky,d
2025-05-10T12:00:00Z,Las_Palmas,22.25,61.0,8.0,clear sky,d
2025-05-10T13:00:00Z,Las_Palmas,22.39,60.0,0.0,clear sky,d
2025-05-10T14:00:00Z,Las_Palmas,22.58,62.0,2.0,clear sky,d
2025-05-10T15:00:00Z,Las_Palmas,22.63,65.0,7.0,clear sky,d
2025-05-10T16:00:00Z,Las_Palmas,22.53,65.0,10.0,clear sky,d
2025-05-10T17:00:00Z,Las_Palmas,22.48,64.0,11.0,few clouds,d
2025-05-10T18:00:00Z,Las_Palmas,22.26,63.0,12.0,few clouds,d
2025-05-10T19:00:00Z,Las_Palmas,21.81,63.0,9.0,clear sky,d
2025-05-10T20:00:00Z,Las_Palmas,21.26,67.0,10.0,clear sky,n
2025-05-10T21:00:00Z,Las_Palmas,20.83,71.0,14.0,few clouds,n
2025-05-10T22:00:00Z,Las_Palmas,20.56,72.0,14.0,few clouds,n
2025-05-10T23:00:00Z,Las_Palmas,20.16,77.0,19.0,few clouds,n
2025-05-10T00:00:00Z,Las_Palmas,19.81,76.0,98.0,overcast clouds,n
2025-05-10T01:00:00Z,Las_Palmas,19.81,77.0,100.0,overcast clouds,n
2025-05-10T02:00:00Z,Las_Palmas,19.65,77.0,100.0,overcast clouds,n
2025-05-10T03:00:00Z,Las_Palmas,19.63,79.0,99.0,overcast clouds,n
2025-05-10T04:00:00Z,Las_Palmas,19.67,79.0,100.0,overcast clouds,n
2025-05-10T05:00:00Z,Las_Palmas,19.41,79.0,96.0,overcast clouds,n
2025-05-10T06:00:00Z,Las_Palmas,19.12,81.0,84.0,broken clouds,n
2025-05-10T07:00:00Z,Las_Palmas,19.27,80.0,23.0,few clouds,d
2025-05-10T08:00:00Z,Las_Palmas,20.02,76.0,16.0,few clouds,d
2025-05-10T09:00:00Z,Las_Palmas,20.67,72.0,15.0,few clouds,d
2025-05-10T10:00:00Z,Las_Palmas,21.32,65.0,11.0,few clouds,d
2025-05-10T11:00:00Z,Las_Palmas,21.89,62.0,9.0,clear sky,d
2025-05-10T12:00:00Z,Las_Palmas,22.25,61.0,8.0,clear sky,d
2025-05-10T13:00:00Z,Las_Palmas,22.39,60.0,0.0,clear sky,d
2025-05-10T14:00:00Z,Las_Palmas,22.58,62.0,2.0,clear sky,d
2025-05-10T15:00:00Z,Las_Palmas,22.63,65.0,7.0,clear sky,d
2025-05-10T16:00:00Z,Las_Palmas,22.53,65.0,10.0,clear sky,d
2025-05-10T17:00:00Z,Las_Palmas,22.48,64.0,11.0,few clouds,d
2025-05-10T18:00:00Z,Las_Palmas,22.26,63.0,12.0,few clouds,d
2025-05-10T19:00:00Z,Las_Palmas,21.81,63.0,9.0,clear sky,d
2025-05-10T20:00:00Z,Las_Palmas,21.26,67.0,10.0,clear sky,n
2025-05-10T21:00:00Z,Las_Palmas,20.83,71.0,14.0,few clouds,n
2025-05-10T22:00:00Z,Las_Palmas,20.56,72.0,14.0,few clouds,n
2025-05-10T23:00:00Z,Las_Palmas,20.16,77.0,19.0,few clouds,n
