predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-10T00:00:00Z,Madrid,11.63,55.0,81.0,broken clouds,n
2025-05-10T01:00:00Z,Madrid,13.85,56.0,99.0,overcast clouds,n
2025-05-10T02:00:00Z,Madrid,13.34,58.0,99.0,overcast clouds,n
2025-05-10T03:00:00Z,Madrid,13.1,60.0,99.0,overcast clouds,n
2025-05-10T04:00:00Z,Madrid,13.03,65.0,99.0,light rain,n
2025-05-10T05:00:00Z,Madrid,12.24,72.0,99.0,light rain,n
2025-05-10T06:00:00Z,Madrid,11.98,77.0,99.0,light rain,d
2025-05-10T07:00:00Z,Madrid,12.43,80.0,100.0,light rain,d
2025-05-10T08:00:00Z,Madrid,13.42,81.0,100.0,light rain,d
2025-05-10T09:00:00Z,Madrid,14.38,75.0,100.0,light rain,d
2025-05-10T10:00:00Z,Madrid,16.24,63.0,100.0,light rain,d
2025-05-10T11:00:00Z,Madrid,17.14,58.0,100.0,light rain,d
2025-05-10T12:00:00Z,Madrid,17.33,54.0,100.0,light rain,d
2025-05-10T13:00:00Z,Madrid,16.73,58.0,100.0,light rain,d
2025-05-10T14:00:00Z,Madrid,16.69,58.0,100.0,light rain,d
2025-05-10T15:00:00Z,Madrid,17.19,56.0,100.0,light rain,d
2025-05-10T16:00:00Z,Madrid,17.33,54.0,91.0,light rain,d
2025-05-10T17:00:00Z,Madrid,16.9,51.0,74.0,broken clouds,d
2025-05-10T18:00:00Z,Madrid,16.64,48.0,61.0,broken clouds,d
2025-05-10T19:00:00Z,Madrid,15.58,48.0,22.0,few clouds,d
2025-05-10T20:00:00Z,Madrid,14.32,56.0,12.0,few clouds,n
2025-05-10T21:00:00Z,Madrid,13.3,63.0,9.0,clear sky,n
2025-05-10T22:00:00Z,Madrid,12.62,67.0,8.0,clear sky,n
2025-05-10T23:00:00Z,Madrid,11.92,71.0,7.0,clear sky,n
