predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-17T00:00:00Z,Madrid,16.92,53.0,0.0,clear sky,n
2025-05-17T01:00:00Z,Madrid,16.0,55.0,0.0,clear sky,n
2025-05-17T02:00:00Z,Madrid,15.28,56.0,2.0,clear sky,n
2025-05-17T03:00:00Z,Madrid,14.82,57.0,8.0,clear sky,n
2025-05-17T04:00:00Z,Madrid,14.37,59.0,7.0,clear sky,n
2025-05-17T05:00:00Z,Madrid,13.97,60.0,8.0,clear sky,d
2025-05-17T06:00:00Z,Madrid,14.21,58.0,19.0,few clouds,d
2025-05-17T07:00:00Z,Madrid,15.55,53.0,100.0,overcast clouds,d
2025-05-17T08:00:00Z,Madrid,17.17,48.0,100.0,overcast clouds,d
2025-05-17T09:00:00Z,Madrid,18.89,44.0,100.0,overcast clouds,d
2025-05-17T10:00:00Z,Madrid,20.58,40.0,100.0,overcast clouds,d
2025-05-17T11:00:00Z,Madrid,22.71,35.0,100.0,overcast clouds,d
2025-05-17T12:00:00Z,Madrid,23.66,32.0,100.0,overcast clouds,d
2025-05-17T13:00:00Z,Madrid,24.3,29.0,100.0,overcast clouds,d
2025-05-17T14:00:00Z,Madrid,25.25,27.0,60.0,broken clouds,d
2025-05-17T15:00:00Z,Madrid,25.63,26.0,44.0,scattered clouds,d
2025-05-17T16:00:00Z,Madrid,25.58,25.0,35.0,scattered clouds,d
2025-05-17T17:00:00Z,Madrid,25.28,26.0,34.0,scattered clouds,d
2025-05-17T18:00:00Z,Madrid,24.91,26.0,29.0,scattered clouds,d
2025-05-17T19:00:00Z,Madrid,23.68,32.0,1.0,clear sky,d
2025-05-17T20:00:00Z,Madrid,22.29,34.0,1.0,clear sky,n
2025-05-17T21:00:00Z,Madrid,21.63,36.0,1.0,clear sky,n
2025-05-17T22:00:00Z,Madrid,21.01,38.0,0.0,clear sky,n
2025-05-17T23:00:00Z,Madrid,20.18,41.0,0.0,clear sky,n
2025-05-17T00:00:00Z,Madrid,16.92,53.0,0.0,clear sky,n
2025-05-17T01:00:00Z,Madrid,16.0,55.0,0.0,clear sky,n
2025-05-17T02:00:00Z,Madrid,15.28,56.0,2.0,clear sky,n
2025-05-17T03:00:00Z,Madrid,14.82,57.0,8.0,clear sky,n
2025-05-17T04:00:00Z,Madrid,14.37,59.0,7.0,clear sky,n
2025-05-17T05:00:00Z,Madrid,13.97,60.0,8.0,clear sky,d
2025-05-17T06:00:00Z,Madrid,14.21,58.0,19.0,few clouds,d
2025-05-17T07:00:00Z,Madrid,15.55,53.0,100.0,overcast clouds,d
2025-05-17T08:00:00Z,Madrid,17.17,48.0,100.0,overcast clouds,d
2025-05-17T09:00:00Z,Madrid,18.89,44.0,100.0,overcast clouds,d
2025-05-17T10:00:00Z,Madrid,20.58,40.0,100.0,overcast clouds,d
2025-05-17T11:00:00Z,Madrid,22.71,35.0,100.0,overcast clouds,d
2025-05-17T12:00:00Z,Madrid,23.66,32.0,100.0,overcast clouds,d
2025-05-17T13:00:00Z,Madrid,24.3,29.0,100.0,overcast clouds,d
2025-05-17T14:00:00Z,Madrid,25.25,27.0,60.0,broken clouds,d
2025-05-17T15:00:00Z,Madrid,25.63,26.0,44.0,scattered clouds,d
2025-05-17T16:00:00Z,Madrid,25.58,25.0,35.0,scattered clouds,d
2025-05-17T17:00:00Z,Madrid,25.28,26.0,34.0,scattered clouds,d
2025-05-17T18:00:00Z,Madrid,24.91,26.0,29.0,scattered clouds,d
2025-05-17T19:00:00Z,Madrid,23.68,32.0,1.0,clear sky,d
2025-05-17T20:00:00Z,Madrid,22.29,34.0,1.0,clear sky,n
2025-05-17T21:00:00Z,Madrid,21.63,36.0,1.0,clear sky,n
2025-05-17T22:00:00Z,Madrid,21.01,38.0,0.0,clear sky,n
2025-05-17T23:00:00Z,Madrid,20.18,41.0,0.0,clear sky,n
2025-05-17T00:00:00Z,Madrid,15.73,56.0,0.0,clear sky,n
2025-05-17T01:00:00Z,Madrid,15.01,58.0,0.0,clear sky,n
2025-05-17T02:00:00Z,Madrid,14.57,60.0,0.0,clear sky,n
2025-05-17T03:00:00Z,Madrid,13.99,62.0,0.0,clear sky,n
