predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-13T00:00:00Z,Madrid,14.87,59.0,82.0,broken clouds,n
2025-05-13T01:00:00Z,Madrid,13.99,63.0,23.0,few clouds,n
2025-05-13T02:00:00Z,Madrid,13.47,64.0,32.0,scattered clouds,n
2025-05-13T03:00:00Z,Madrid,13.01,64.0,43.0,scattered clouds,n
2025-05-13T04:00:00Z,Madrid,12.7,62.0,58.0,broken clouds,n
2025-05-13T05:00:00Z,Madrid,12.47,60.0,66.0,broken clouds,n
2025-05-13T06:00:00Z,Madrid,12.91,58.0,72.0,broken clouds,d
2025-05-13T07:00:00Z,Madrid,13.72,52.0,100.0,overcast clouds,d
2025-05-13T08:00:00Z,Madrid,14.84,47.0,100.0,overcast clouds,d
2025-05-13T09:00:00Z,Madrid,16.48,42.0,100.0,overcast clouds,d
2025-05-13T10:00:00Z,Madrid,17.88,38.0,100.0,overcast clouds,d
2025-05-13T11:00:00Z,Madrid,19.31,34.0,100.0,overcast clouds,d
2025-05-13T12:00:00Z,Madrid,20.16,31.0,100.0,overcast clouds,d
2025-05-13T00:00:00Z,Madrid,12.31,61.0,8.0,clear sky,n
2025-05-13T01:00:00Z,Madrid,11.39,65.0,4.0,clear sky,n
2025-05-13T02:00:00Z,Madrid,11.08,68.0,3.0,clear sky,n
2025-05-13T03:00:00Z,Madrid,10.22,71.0,4.0,clear sky,n
2025-05-13T04:00:00Z,Madrid,8.84,72.0,4.0,clear sky,n
2025-05-13T05:00:00Z,Madrid,9.82,72.0,5.0,clear sky,n
2025-05-13T06:00:00Z,Madrid,10.88,70.0,6.0,clear sky,d
2025-05-13T07:00:00Z,Madrid,12.42,65.0,12.0,few clouds,d
2025-05-13T08:00:00Z,Madrid,13.83,59.0,12.0,few clouds,d
2025-05-13T09:00:00Z,Madrid,15.63,52.0,12.0,few clouds,d
2025-05-13T10:00:00Z,Madrid,17.48,45.0,11.0,few clouds,d
2025-05-13T11:00:00Z,Madrid,18.73,39.0,11.0,few clouds,d
2025-05-13T12:00:00Z,Madrid,19.77,34.0,9.0,clear sky,d
2025-05-13T13:00:00Z,Madrid,20.57,31.0,3.0,clear sky,d
2025-05-13T14:00:00Z,Madrid,21.04,30.0,7.0,clear sky,d
2025-05-13T15:00:00Z,Madrid,21.22,29.0,34.0,scattered clouds,d
2025-05-13T16:00:00Z,Madrid,20.99,28.0,49.0,scattered clouds,d
2025-05-13T17:00:00Z,Madrid,20.85,27.0,56.0,broken clouds,d
2025-05-13T18:00:00Z,Madrid,20.32,29.0,63.0,broken clouds,d
2025-05-13T19:00:00Z,Madrid,19.33,34.0,100.0,overcast clouds,d
2025-05-13T20:00:00Z,Madrid,18.07,43.0,100.0,overcast clouds,n
2025-05-13T21:00:00Z,Madrid,17.28,49.0,100.0,overcast clouds,n
2025-05-13T22:00:00Z,Madrid,16.87,49.0,100.0,overcast clouds,n
2025-05-13T23:00:00Z,Madrid,16.61,48.0,100.0,overcast clouds,n
2025-05-13T00:00:00Z,Madrid,12.31,61.0,8.0,clear sky,n
2025-05-13T01:00:00Z,Madrid,11.39,65.0,4.0,clear sky,n
2025-05-13T02:00:00Z,Madrid,11.08,68.0,3.0,clear sky,n
2025-05-13T03:00:00Z,Madrid,10.22,71.0,4.0,clear sky,n
2025-05-13T04:00:00Z,Madrid,8.84,72.0,4.0,clear sky,n
2025-05-13T05:00:00Z,Madrid,9.82,72.0,5.0,clear sky,n
2025-05-13T06:00:00Z,Madrid,10.88,70.0,6.0,clear sky,d
2025-05-13T07:00:00Z,Madrid,12.42,65.0,12.0,few clouds,d
2025-05-13T08:00:00Z,Madrid,13.83,59.0,12.0,few clouds,d
2025-05-13T09:00:00Z,Madrid,15.63,52.0,12.0,few clouds,d
2025-05-13T10:00:00Z,Madrid,17.48,45.0,11.0,few clouds,d
2025-05-13T11:00:00Z,Madrid,18.73,39.0,11.0,few clouds,d
2025-05-13T12:00:00Z,Madrid,19.77,34.0,9.0,clear sky,d
2025-05-13T13:00:00Z,Madrid,20.57,31.0,3.0,clear sky,d
2025-05-13T14:00:00Z,Madrid,21.04,30.0,7.0,clear sky,d
2025-05-13T15:00:00Z,Madrid,21.22,29.0,34.0,scattered clouds,d
2025-05-13T16:00:00Z,Madrid,20.99,28.0,49.0,scattered clouds,d
2025-05-13T17:00:00Z,Madrid,20.85,27.0,56.0,broken clouds,d
2025-05-13T18:00:00Z,Madrid,20.32,29.0,63.0,broken clouds,d
2025-05-13T19:00:00Z,Madrid,19.33,34.0,100.0,overcast clouds,d
2025-05-13T20:00:00Z,Madrid,18.07,43.0,100.0,overcast clouds,n
2025-05-13T21:00:00Z,Madrid,17.28,49.0,100.0,overcast clouds,n
2025-05-13T22:00:00Z,Madrid,16.87,49.0,100.0,overcast clouds,n
2025-05-13T23:00:00Z,Madrid,16.61,48.0,100.0,overcast clouds,n
