predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-14T00:00:00Z,Las_Palmas,18.19,74.0,23.0,few clouds,n
2025-05-14T01:00:00Z,Las_Palmas,18.11,74.0,27.0,scattered clouds,n
2025-05-14T02:00:00Z,Las_Palmas,18.14,73.0,39.0,scattered clouds,n
2025-05-14T03:00:00Z,Las_Palmas,18.16,72.0,41.0,scattered clouds,n
2025-05-14T04:00:00Z,Las_Palmas,18.17,72.0,50.0,scattered clouds,n
2025-05-14T05:00:00Z,Las_Palmas,18.14,71.0,56.0,broken clouds,n
2025-05-14T06:00:00Z,Las_Palmas,18.16,70.0,59.0,broken clouds,n
2025-05-14T07:00:00Z,Las_Palmas,18.07,70.0,70.0,broken clouds,d
2025-05-14T08:00:00Z,Las_Palmas,18.23,70.0,42.0,scattered clouds,d
2025-05-14T09:00:00Z,Las_Palmas,18.65,68.0,31.0,scattered clouds,d
2025-05-14T10:00:00Z,Las_Palmas,19.08,67.0,26.0,scattered clouds,d
2025-05-14T11:00:00Z,Las_Palmas,19.28,67.0,22.0,few clouds,d
2025-05-14T12:00:00Z,Las_Palmas,19.46,69.0,21.0,few clouds,d
2025-05-14T13:00:00Z,Las_Palmas,19.62,69.0,26.0,scattered clouds,d
2025-05-14T14:00:00Z,Las_Palmas,19.84,66.0,30.0,scattered clouds,d
2025-05-14T15:00:00Z,Las_Palmas,19.83,65.0,25.0,scattered clouds,d
2025-05-14T16:00:00Z,Las_Palmas,19.66,66.0,19.0,few clouds,d
2025-05-14T17:00:00Z,Las_Palmas,19.47,68.0,15.0,few clouds,d
2025-05-14T18:00:00Z,Las_Palmas,19.28,70.0,13.0,few clouds,d
2025-05-14T19:00:00Z,Las_Palmas,19.24,72.0,50.0,scattered clouds,d
2025-05-14T20:00:00Z,Las_Palmas,19.01,76.0,81.0,broken clouds,n
2025-05-14T21:00:00Z,Las_Palmas,19.09,78.0,91.0,overcast clouds,n
2025-05-14T22:00:00Z,Las_Palmas,19.11,79.0,94.0,overcast clouds,n
2025-05-14T23:00:00Z,Las_Palmas,18.97,80.0,95.0,overcast clouds,n
2025-05-14T00:00:00Z,Las_Palmas,18.19,74.0,23.0,few clouds,n
2025-05-14T01:00:00Z,Las_Palmas,18.11,74.0,27.0,scattered clouds,n
2025-05-14T02:00:00Z,Las_Palmas,18.14,73.0,39.0,scattered clouds,n
2025-05-14T03:00:00Z,Las_Palmas,18.16,72.0,41.0,scattered clouds,n
2025-05-14T04:00:00Z,Las_Palmas,18.17,72.0,50.0,scattered clouds,n
2025-05-14T05:00:00Z,Las_Palmas,18.14,71.0,56.0,broken clouds,n
2025-05-14T06:00:00Z,Las_Palmas,18.16,70.0,59.0,broken clouds,n
2025-05-14T07:00:00Z,Las_Palmas,18.07,70.0,70.0,broken clouds,d
2025-05-14T08:00:00Z,Las_Palmas,18.23,70.0,42.0,scattered clouds,d
2025-05-14T09:00:00Z,Las_Palmas,18.65,68.0,31.0,scattered clouds,d
2025-05-14T10:00:00Z,Las_Palmas,19.08,67.0,26.0,scattered clouds,d
2025-05-14T11:00:00Z,Las_Palmas,19.28,67.0,22.0,few clouds,d
2025-05-14T12:00:00Z,Las_Palmas,19.46,69.0,21.0,few clouds,d
2025-05-14T13:00:00Z,Las_Palmas,19.62,69.0,26.0,scattered clouds,d
2025-05-14T14:00:00Z,Las_Palmas,19.84,66.0,30.0,scattered clouds,d
2025-05-14T15:00:00Z,Las_Palmas,19.83,65.0,25.0,scattered clouds,d
2025-05-14T16:00:00Z,Las_Palmas,19.66,66.0,19.0,few clouds,d
2025-05-14T17:00:00Z,Las_Palmas,19.47,68.0,15.0,few clouds,d
2025-05-14T18:00:00Z,Las_Palmas,19.28,70.0,13.0,few clouds,d
2025-05-14T19:00:00Z,Las_Palmas,19.24,72.0,50.0,scattered clouds,d
2025-05-14T20:00:00Z,Las_Palmas,19.01,76.0,81.0,broken clouds,n
2025-05-14T21:00:00Z,Las_Palmas,19.09,78.0,91.0,overcast clouds,n
2025-05-14T22:00:00Z,Las_Palmas,19.11,79.0,94.0,overcast clouds,n
2025-05-14T23:00:00Z,Las_Palmas,18.97,80.0,95.0,overcast clouds,n
2025-05-14T11:00:00Z,Las_Palmas,21.19,67.0,19.0,few clouds,d
2025-05-14T12:00:00Z,Las_Palmas,20.82,68.0,20.0,few clouds,d
2025-05-14T13:00:00Z,Las_Palmas,20.49,69.0,14.0,few clouds,d
2025-05-14T14:00:00Z,Las_Palmas,20.24,71.0,16.0,few clouds,d
2025-05-14T15:00:00Z,Las_Palmas,19.93,70.0,23.0,few clouds,d
2025-05-14T16:00:00Z,Las_Palmas,19.7,69.0,27.0,scattered clouds,d
2025-05-14T17:00:00Z,Las_Palmas,19.46,69.0,28.0,scattered clouds,d
2025-05-14T18:00:00Z,Las_Palmas,19.28,70.0,26.0,scattered clouds,d
2025-05-14T19:00:00Z,Las_Palmas,18.95,73.0,11.0,few clouds,d
2025-05-14T20:00:00Z,Las_Palmas,18.85,74.0,17.0,few clouds,n
2025-05-14T21:00:00Z,Las_Palmas,18.85,74.0,24.0,few clouds,n
2025-05-14T22:00:00Z,Las_Palmas,18.65,73.0,26.0,scattered clouds,n
2025-05-14T23:00:00Z,Las_Palmas,18.52,74.0,28.0,scattered clouds,n
